# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-01-31 19:53:42 EST       (nadww01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 363033101440701 01N-12E-35 BDD 1        Texhoma GW Well 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#     P          Site was being pumped.
#     Z          Other conditions existed that would affect the measured water level (explain in remarks).
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     ""         Not determined
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     B          Analog or graphic recorder.
#     S          Steel-tape measurement.
#     U           Unknown method.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#     P          Provisional data subject to revision.
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	363033101440701	GW	1961-04-05			189.32					D	2	U	B	A
USGS	363033101440701	GW	1961-04-10			189.09					D	2	U	B	A
USGS	363033101440701	GW	1961-04-15			189.45					D	2	U	B	A
USGS	363033101440701	GW	1961-04-20			189.16					D	2	U	B	A
USGS	363033101440701	GW	1961-04-25			189.29					D	2	U	B	A
USGS	363033101440701	GW	1961-04-30			189.10					D	2	U	B	A
USGS	363033101440701	GW	1961-05-05			189.13					D	2	U	B	A
USGS	363033101440701	GW	1961-05-10			189.18					D	2	U	B	A
USGS	363033101440701	GW	1961-05-15			189.33					D	2	U	B	A
USGS	363033101440701	GW	1961-05-20			189.19					D	2	U	B	A
USGS	363033101440701	GW	1961-05-25			189.29					D	2	U	B	A
USGS	363033101440701	GW	1961-05-31			189.03					D	2	U	B	A
USGS	363033101440701	GW	1961-06-05			189.07					D	2	U	B	A
USGS	363033101440701	GW	1961-06-10			189.06					D	2	U	B	A
USGS	363033101440701	GW	1961-06-15			189.29					D	2	U	B	A
USGS	363033101440701	GW	1961-06-20			189.13					D	2	U	B	A
USGS	363033101440701	GW	1961-06-25			189.15					D	2	U	B	A
USGS	363033101440701	GW	1961-06-30			189.18					D	2	U	B	A
USGS	363033101440701	GW	1961-07-05			189.10					D	2	U	B	A
USGS	363033101440701	GW	1961-07-15			189.06					D	2	U	B	A
USGS	363033101440701	GW	1961-07-20			189.03					D	2	U	B	A
USGS	363033101440701	GW	1961-07-25			189.17					D	2	U	B	A
USGS	363033101440701	GW	1961-07-31			189.08					D	2	U	B	A
USGS	363033101440701	GW	1961-08-05			189.15					D	2	U	B	A
USGS	363033101440701	GW	1961-08-10			189.15					D	2	U	B	A
USGS	363033101440701	GW	1961-08-15			189.10					D	2	U	B	A
USGS	363033101440701	GW	1961-08-20			189.23					D	2	U	B	A
USGS	363033101440701	GW	1961-08-25			189.02					D	2	U	B	A
USGS	363033101440701	GW	1961-08-31			188.99					D	2	U	B	A
USGS	363033101440701	GW	1961-09-05			189.19					D	2	U	B	A
USGS	363033101440701	GW	1961-09-15			189.33					D	2	U	B	A
USGS	363033101440701	GW	1961-09-20			189.94					D	2	U	B	A
USGS	363033101440701	GW	1961-09-25			189.39					D	2	U	B	A
USGS	363033101440701	GW	1961-09-30			189.21					D	2	U	B	A
USGS	363033101440701	GW	1961-10-05			189.10					D	2	U	B	A
USGS	363033101440701	GW	1961-10-10			189.21					D	2	U	B	A
USGS	363033101440701	GW	1961-10-15			189.37					D	2	U	B	A
USGS	363033101440701	GW	1961-10-20			189.20					D	2	U	B	A
USGS	363033101440701	GW	1961-10-25			189.49					D	2	U	B	A
USGS	363033101440701	GW	1961-10-31			189.31					D	2	U	B	A
USGS	363033101440701	GW	1961-11-05			189.57					D	2	U	B	A
USGS	363033101440701	GW	1961-11-10			189.01					D	2	U	B	A
USGS	363033101440701	GW	1961-11-15			189.10					D	2	U	B	A
USGS	363033101440701	GW	1961-11-20			189.27					D	2	U	B	A
USGS	363033101440701	GW	1961-11-25			189.23					D	2	U	B	A
USGS	363033101440701	GW	1961-11-30			189.09					D	2	U	B	A
USGS	363033101440701	GW	1961-12-05			189.34					D	2	U	B	A
USGS	363033101440701	GW	1961-12-10			189.35					D	2	U	B	A
USGS	363033101440701	GW	1961-12-15			189.33					D	2	U	B	A
USGS	363033101440701	GW	1961-12-20			189.30					D	2	U	B	A
USGS	363033101440701	GW	1961-12-25			189.47					D	2	U	B	A
USGS	363033101440701	GW	1961-12-31			189.36					D	2	U	B	A
USGS	363033101440701	GW	1962-01-10			189.10					D	2	U	S	A
USGS	363033101440701	GW	1962-01-15			189.36					D	2	U	B	A
USGS	363033101440701	GW	1962-02-10			189.28					D	2	U	S	A
USGS	363033101440701	GW	1962-02-15			189.33					D	2	U	B	A
USGS	363033101440701	GW	1962-02-28			189.37					D	2	U	S	A
USGS	363033101440701	GW	1962-03-05			189.43					D	2	U	B	A
USGS	363033101440701	GW	1962-03-10			189.97					D	2	U	B	A
USGS	363033101440701	GW	1962-03-15			189.24					D	2	U	B	A
USGS	363033101440701	GW	1962-03-20			189.14					D	2	U	B	A
USGS	363033101440701	GW	1962-03-25			189.61					D	2	U	B	A
USGS	363033101440701	GW	1962-03-31			189.27					D	2	U	B	A
USGS	363033101440701	GW	1962-04-05			189.20					D	2	U	B	A
USGS	363033101440701	GW	1962-04-10			189.24					D	2	U	B	A
USGS	363033101440701	GW	1962-04-15			189.29					D	2	U	B	A
USGS	363033101440701	GW	1962-04-20			188.97					D	2	U	B	A
USGS	363033101440701	GW	1962-04-25			189.09					D	2	U	B	A
USGS	363033101440701	GW	1962-04-30			189.42					D	2	U	B	A
USGS	363033101440701	GW	1962-05-05			189.27					D	2	U	B	A
USGS	363033101440701	GW	1962-05-10			189.14					D	2	U	B	A
USGS	363033101440701	GW	1962-05-15			189.22					D	2	U	B	A
USGS	363033101440701	GW	1962-05-20			189.20					D	2	U	B	A
USGS	363033101440701	GW	1962-05-25			189.15					D	2	U	B	A
USGS	363033101440701	GW	1962-05-31			189.32					D	2	U	B	A
USGS	363033101440701	GW	1962-06-05			189.23					D	2	U	B	A
USGS	363033101440701	GW	1962-06-10			189.28					D	2	U	B	A
USGS	363033101440701	GW	1962-06-15			189.08					D	2	U	B	A
USGS	363033101440701	GW	1962-06-20			189.25					D	2	U	B	A
USGS	363033101440701	GW	1962-06-25			189.23					D	2	U	B	A
USGS	363033101440701	GW	1962-06-30			189.18					D	2	U	B	A
USGS	363033101440701	GW	1962-07-05			189.19					D	2	U	B	A
USGS	363033101440701	GW	1962-07-10			189.18					D	2	U	B	A
USGS	363033101440701	GW	1962-07-15			189.28					D	2	U	B	A
USGS	363033101440701	GW	1962-07-20			189.21					D	2	U	S	A
USGS	363033101440701	GW	1962-07-25			189.24					D	2	U	B	A
USGS	363033101440701	GW	1962-07-31			189.20					D	2	U	B	A
USGS	363033101440701	GW	1962-08-05			189.10					D	2	U	B	A
USGS	363033101440701	GW	1962-08-10			189.15					D	2	U	B	A
USGS	363033101440701	GW	1962-08-15			189.16					D	2	U	B	A
USGS	363033101440701	GW	1962-08-20			189.20					D	2	U	B	A
USGS	363033101440701	GW	1962-08-25			189.34					D	2	U	B	A
USGS	363033101440701	GW	1962-08-31			189.26					D	2	U	B	A
USGS	363033101440701	GW	1962-09-05			189.33					D	2	U	B	A
USGS	363033101440701	GW	1962-09-10			189.32					D	2	U	B	A
USGS	363033101440701	GW	1962-09-15			189.22					D	2	U	B	A
USGS	363033101440701	GW	1962-09-25			189.22					D	2	U	B	A
USGS	363033101440701	GW	1962-09-30			189.27					D	2	U	B	A
USGS	363033101440701	GW	1962-10-05			189.04					D	2	U	B	A
USGS	363033101440701	GW	1962-10-10			189.28					D	2	U	B	A
USGS	363033101440701	GW	1962-10-15			189.34					D	2	U	B	A
USGS	363033101440701	GW	1962-10-20			189.22					D	2	U	B	A
USGS	363033101440701	GW	1962-10-25			189.35					D	2	U	B	A
USGS	363033101440701	GW	1962-10-31			189.14					D	2	U	B	A
USGS	363033101440701	GW	1962-11-05			189.10					D	2	U	B	A
USGS	363033101440701	GW	1962-11-10			189.01					D	2	U	B	A
USGS	363033101440701	GW	1962-11-15			189.11					D	2	U	B	A
USGS	363033101440701	GW	1962-11-20			189.01					D	2	U	B	A
USGS	363033101440701	GW	1962-11-25			189.28					D	2	U	B	A
USGS	363033101440701	GW	1962-11-30			189.16					D	2	U	B	A
USGS	363033101440701	GW	1962-12-05			189.32					D	2	U	B	A
USGS	363033101440701	GW	1962-12-10			189.21					D	2	U	B	A
USGS	363033101440701	GW	1962-12-15			189.06					D	2	U	B	A
USGS	363033101440701	GW	1962-12-20			189.24					D	2	U	B	A
USGS	363033101440701	GW	1962-12-25			189.31					D	2	U	B	A
USGS	363033101440701	GW	1962-12-31			189.11					D	2	U	B	A
USGS	363033101440701	GW	1963-01-05			189.32					D	2	U	B	A
USGS	363033101440701	GW	1963-01-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1963-01-15			189.23					D	2	U	B	A
USGS	363033101440701	GW	1963-01-20			189.11					D	2	U	B	A
USGS	363033101440701	GW	1963-01-25			189.07					D	2	U	B	A
USGS	363033101440701	GW	1963-01-31			189.13					D	2	U	B	A
USGS	363033101440701	GW	1963-02-05			189.23					D	2	U	B	A
USGS	363033101440701	GW	1963-02-10			189.27					D	2	U	B	A
USGS	363033101440701	GW	1963-02-15			189.15					D	2	U	B	A
USGS	363033101440701	GW	1963-02-20			189.22					D	2	U	B	A
USGS	363033101440701	GW	1963-02-25			189.24					D	2	U	B	A
USGS	363033101440701	GW	1963-02-28			189.21					D	2	U	B	A
USGS	363033101440701	GW	1963-03-05			189.27					D	2	U	B	A
USGS	363033101440701	GW	1963-03-10			189.04					D	2	U	B	A
USGS	363033101440701	GW	1963-03-15			189.09					D	2	U	B	A
USGS	363033101440701	GW	1963-03-20			189.37					D	2	U	B	A
USGS	363033101440701	GW	1963-03-25			189.30					D	2	U	B	A
USGS	363033101440701	GW	1963-03-31			189.11					D	2	U	B	A
USGS	363033101440701	GW	1963-04-05			189.15					D	2	U	B	A
USGS	363033101440701	GW	1963-04-10			189.12					D	2	U	B	A
USGS	363033101440701	GW	1963-04-15			189.03					D	2	U	B	A
USGS	363033101440701	GW	1963-04-25			189.25					D	2	U	B	A
USGS	363033101440701	GW	1963-04-30			189.40					D	2	U	B	A
USGS	363033101440701	GW	1963-05-05			189.28					D	2	U	B	A
USGS	363033101440701	GW	1963-05-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1963-05-15			189.12					D	2	U	B	A
USGS	363033101440701	GW	1963-05-20			189.31					D	2	U	B	A
USGS	363033101440701	GW	1963-05-25			189.15					D	2	U	S	A
USGS	363033101440701	GW	1963-05-31			189.08					D	2	U	B	A
USGS	363033101440701	GW	1963-06-05			189.04					D	2	U	B	A
USGS	363033101440701	GW	1963-06-10			189.15					D	2	U	B	A
USGS	363033101440701	GW	1963-06-15			189.14					D	2	U	B	A
USGS	363033101440701	GW	1963-06-20			189.17					D	2	U	B	A
USGS	363033101440701	GW	1963-06-25			189.23					D	2	U	B	A
USGS	363033101440701	GW	1963-06-30			189.14					D	2	U	B	A
USGS	363033101440701	GW	1963-07-05			189.10					D	2	U	B	A
USGS	363033101440701	GW	1963-07-10			189.08					D	2	U	B	A
USGS	363033101440701	GW	1963-07-15			189.09					D	2	U	B	A
USGS	363033101440701	GW	1963-07-20			189.21					D	2	U	B	A
USGS	363033101440701	GW	1963-07-25			189.15					D	2	U	B	A
USGS	363033101440701	GW	1963-07-31			189.18					D	2	U	B	A
USGS	363033101440701	GW	1963-08-05			189.18					D	2	U	B	A
USGS	363033101440701	GW	1963-08-10			189.15					D	2	U	B	A
USGS	363033101440701	GW	1963-08-15			189.19					D	2	U	B	A
USGS	363033101440701	GW	1963-08-20			189.20					D	2	U	B	A
USGS	363033101440701	GW	1963-08-25			189.20					D	2	U	B	A
USGS	363033101440701	GW	1963-08-31			189.18					D	2	U	B	A
USGS	363033101440701	GW	1963-09-05			189.18					D	2	U	B	A
USGS	363033101440701	GW	1963-09-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1963-09-15			189.18					D	2	U	B	A
USGS	363033101440701	GW	1963-09-20			189.17					D	2	U	B	A
USGS	363033101440701	GW	1963-09-25			189.29					D	2	U	B	A
USGS	363033101440701	GW	1963-09-30			189.21					D	2	U	B	A
USGS	363033101440701	GW	1963-10-05			189.25					D	2	U	B	A
USGS	363033101440701	GW	1963-10-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1963-10-15			189.22					D	2	U	B	A
USGS	363033101440701	GW	1963-10-20			189.13					D	2	U	B	A
USGS	363033101440701	GW	1963-10-25			189.25					D	2	U	B	A
USGS	363033101440701	GW	1963-10-31			189.40					D	2	U	B	A
USGS	363033101440701	GW	1963-11-05			189.22					D	2	U	B	A
USGS	363033101440701	GW	1963-11-10			189.34					D	2	U	B	A
USGS	363033101440701	GW	1963-11-15			189.11					D	2	U	B	A
USGS	363033101440701	GW	1963-11-20			189.13					D	2	U	B	A
USGS	363033101440701	GW	1963-11-25			189.34					D	2	U	B	A
USGS	363033101440701	GW	1963-11-30			189.34					D	2	U	B	A
USGS	363033101440701	GW	1963-12-10			189.21					D	2	U	B	A
USGS	363033101440701	GW	1963-12-15			189.37					D	2	U	B	A
USGS	363033101440701	GW	1963-12-20			189.23					D	2	U	B	A
USGS	363033101440701	GW	1963-12-25			189.19					D	2	U	B	A
USGS	363033101440701	GW	1963-12-31			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-01-05			189.19					D	2	U	B	A
USGS	363033101440701	GW	1964-01-10			189.08					D	2	U	S	A
USGS	363033101440701	GW	1964-01-15			189.28					D	2	U	B	A
USGS	363033101440701	GW	1964-01-20			189.26					D	2	U	B	A
USGS	363033101440701	GW	1964-01-25			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-01-31			189.34					D	2	U	B	A
USGS	363033101440701	GW	1964-02-05			189.19					D	2	U	B	A
USGS	363033101440701	GW	1964-02-10			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-02-15			189.29					D	2	U	B	A
USGS	363033101440701	GW	1964-02-20			189.44					D	2	U	B	A
USGS	363033101440701	GW	1964-02-25			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-02-29			189.18					D	2	U	B	A
USGS	363033101440701	GW	1964-03-05			189.28					D	2	U	B	A
USGS	363033101440701	GW	1964-03-20			189.38					D	2	U	S	A
USGS	363033101440701	GW	1964-03-25			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-03-31			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-04-05			189.20					D	2	U	B	A
USGS	363033101440701	GW	1964-04-10			189.30					D	2	U	B	A
USGS	363033101440701	GW	1964-04-15			189.39					D	2	U	B	A
USGS	363033101440701	GW	1964-04-20			189.19					D	2	U	B	A
USGS	363033101440701	GW	1964-04-25			189.20					D	2	U	B	A
USGS	363033101440701	GW	1964-04-30			189.28					D	2	U	B	A
USGS	363033101440701	GW	1964-05-05			189.20					D	2	U	B	A
USGS	363033101440701	GW	1964-05-10			189.36					D	2	U	B	A
USGS	363033101440701	GW	1964-05-15			189.25					D	2	U	B	A
USGS	363033101440701	GW	1964-05-20			189.37					D	2	U	B	A
USGS	363033101440701	GW	1964-05-25			189.36					D	2	U	B	A
USGS	363033101440701	GW	1964-05-31			189.43					D	2	U	B	A
USGS	363033101440701	GW	1964-06-05			189.30					D	2	U	B	A
USGS	363033101440701	GW	1964-06-10			189.37					D	2	U	B	A
USGS	363033101440701	GW	1964-06-15			189.30					D	2	U	B	A
USGS	363033101440701	GW	1964-06-20			189.33					D	2	U	B	A
USGS	363033101440701	GW	1964-06-25			189.40					D	2	U	B	A
USGS	363033101440701	GW	1964-06-30			189.30					D	2	U	B	A
USGS	363033101440701	GW	1964-07-05			189.29					D	2	U	B	A
USGS	363033101440701	GW	1964-07-20			189.28					D	2	U	S	A
USGS	363033101440701	GW	1964-07-25			189.29					D	2	U	B	A
USGS	363033101440701	GW	1964-07-31			189.27					D	2	U	B	A
USGS	363033101440701	GW	1964-08-05			189.38					D	2	U	B	A
USGS	363033101440701	GW	1964-08-10			189.20					D	2	U	B	A
USGS	363033101440701	GW	1964-08-20			189.33					D	2	U	S	A
USGS	363033101440701	GW	1964-08-25			189.41					D	2	U	B	A
USGS	363033101440701	GW	1964-08-31			189.37					D	2	U	B	A
USGS	363033101440701	GW	1964-09-05			189.42					D	2	U	B	A
USGS	363033101440701	GW	1964-09-10			189.49					D	2	U	B	A
USGS	363033101440701	GW	1964-09-15			189.27					D	2	U	B	A
USGS	363033101440701	GW	1964-09-20			189.47					D	2	U	B	A
USGS	363033101440701	GW	1964-09-25			189.40					D	2	U	B	A
USGS	363033101440701	GW	1964-09-30			189.36					D	2	U	B	A
USGS	363033101440701	GW	1964-10-05			189.62					D	2	U	B	A
USGS	363033101440701	GW	1964-10-10			189.36					D	2	U	B	A
USGS	363033101440701	GW	1964-10-15			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-10-20			189.44					D	2	U	S	A
USGS	363033101440701	GW	1964-10-25			189.26					D	2	U	B	A
USGS	363033101440701	GW	1964-10-31			189.38					D	2	U	B	A
USGS	363033101440701	GW	1964-11-05			189.56					D	2	U	B	A
USGS	363033101440701	GW	1964-11-10			189.26					D	2	U	B	A
USGS	363033101440701	GW	1964-11-15			189.56					D	2	U	B	A
USGS	363033101440701	GW	1964-11-20			189.60					D	2	U	B	A
USGS	363033101440701	GW	1964-11-25			189.21					D	2	U	B	A
USGS	363033101440701	GW	1964-11-30			189.69					D	2	U	B	A
USGS	363033101440701	GW	1964-12-05			189.58					D	2	U	B	A
USGS	363033101440701	GW	1964-12-10			189.28					D	2	U	B	A
USGS	363033101440701	GW	1964-12-15			189.32					D	2	U	B	A
USGS	363033101440701	GW	1964-12-20			189.42					D	2	U	B	A
USGS	363033101440701	GW	1964-12-25			189.45					D	2	U	B	A
USGS	363033101440701	GW	1964-12-31			189.53					D	2	U	B	A
USGS	363033101440701	GW	1965-01-05			189.37					D	2	U	B	A
USGS	363033101440701	GW	1965-01-10			189.56					D	2	U	B	A
USGS	363033101440701	GW	1965-01-15			189.58					D	2	U	B	A
USGS	363033101440701	GW	1965-01-20			189.35					D	2	U	B	A
USGS	363033101440701	GW	1965-01-25			189.38					D	2	U	B	A
USGS	363033101440701	GW	1965-01-31			189.42					D	2	U	B	A
USGS	363033101440701	GW	1965-02-05			189.41					D	2	U	B	A
USGS	363033101440701	GW	1965-02-10			189.35					D	2	U	B	A
USGS	363033101440701	GW	1965-02-15			189.57					D	2	U	B	A
USGS	363033101440701	GW	1965-02-20			189.25					D	2	U	B	A
USGS	363033101440701	GW	1965-02-25			189.49					D	2	U	B	A
USGS	363033101440701	GW	1965-02-28			189.29					D	2	U	B	A
USGS	363033101440701	GW	1965-03-05			189.45					D	2	U	B	A
USGS	363033101440701	GW	1965-03-10			189.38					D	2	U	B	A
USGS	363033101440701	GW	1965-03-15			189.47					D	2	U	B	A
USGS	363033101440701	GW	1965-03-20			189.58					D	2	U	B	A
USGS	363033101440701	GW	1965-03-25			189.44					D	2	U	B	A
USGS	363033101440701	GW	1965-03-31			189.48					D	2	U	B	A
USGS	363033101440701	GW	1965-04-05			189.30					D	2	U	B	A
USGS	363033101440701	GW	1965-04-10			189.26					D	2	U	B	A
USGS	363033101440701	GW	1965-04-15			189.63					D	2	U	B	A
USGS	363033101440701	GW	1965-04-20			189.50					D	2	U	B	A
USGS	363033101440701	GW	1965-04-25			189.51					D	2	U	B	A
USGS	363033101440701	GW	1965-04-30			189.53					D	2	U	B	A
USGS	363033101440701	GW	1965-05-05			189.38					D	2	U	B	A
USGS	363033101440701	GW	1965-05-10			189.63					D	2	U	B	A
USGS	363033101440701	GW	1965-05-15			189.54					D	2	U	B	A
USGS	363033101440701	GW	1965-05-20			189.40					D	2	U	B	A
USGS	363033101440701	GW	1965-05-25			189.30					D	2	U	B	A
USGS	363033101440701	GW	1965-05-31			189.33					D	2	U	B	A
USGS	363033101440701	GW	1965-06-05			189.45					D	2	U	B	A
USGS	363033101440701	GW	1965-06-10			189.55					D	2	U	B	A
USGS	363033101440701	GW	1965-06-15			189.50					D	2	U	B	A
USGS	363033101440701	GW	1965-06-20			189.48					D	2	U	B	A
USGS	363033101440701	GW	1965-06-25			189.46					D	2	U	B	A
USGS	363033101440701	GW	1965-06-30			189.60					D	2	U	B	A
USGS	363033101440701	GW	1965-07-05			189.51					D	2	U	B	A
USGS	363033101440701	GW	1965-07-10			189.65					D	2	U	B	A
USGS	363033101440701	GW	1965-07-15			189.76					D	2	U	B	A
USGS	363033101440701	GW	1965-07-20			189.67					D	2	U	B	A
USGS	363033101440701	GW	1965-07-25			189.82					D	2	U	B	A
USGS	363033101440701	GW	1965-07-31			189.82					D	2	U	B	A
USGS	363033101440701	GW	1965-08-05			189.73					D	2	U	B	A
USGS	363033101440701	GW	1965-08-10			189.79					D	2	U	B	A
USGS	363033101440701	GW	1965-08-15			189.76					D	2	U	B	A
USGS	363033101440701	GW	1965-08-20			189.75					D	2	U	B	A
USGS	363033101440701	GW	1965-08-25			189.65					D	2	U	B	A
USGS	363033101440701	GW	1965-08-31			189.83					D	2	U	B	A
USGS	363033101440701	GW	1965-09-05			189.82					D	2	U	B	A
USGS	363033101440701	GW	1965-09-10			189.78					D	2	U	B	A
USGS	363033101440701	GW	1965-09-15			189.57					D	2	U	B	A
USGS	363033101440701	GW	1965-09-20			189.62					D	2	U	B	A
USGS	363033101440701	GW	1965-09-25			189.65					D	2	U	B	A
USGS	363033101440701	GW	1965-09-30			189.73					D	2	U	B	A
USGS	363033101440701	GW	1965-10-05			189.60					D	2	U	B	A
USGS	363033101440701	GW	1965-10-10			189.69					D	2	U	B	A
USGS	363033101440701	GW	1965-10-15			189.54					D	2	U	B	A
USGS	363033101440701	GW	1965-10-20			189.88					D	2	U	B	A
USGS	363033101440701	GW	1965-10-25			189.76					D	2	U	B	A
USGS	363033101440701	GW	1965-10-31			189.73					D	2	U	B	A
USGS	363033101440701	GW	1965-11-05			189.67					D	2	U	B	A
USGS	363033101440701	GW	1965-11-10			189.54					D	2	U	B	A
USGS	363033101440701	GW	1965-11-15			189.51					D	2	U	B	A
USGS	363033101440701	GW	1965-11-20			189.57					D	2	U	B	A
USGS	363033101440701	GW	1965-11-25			189.61					D	2	U	B	A
USGS	363033101440701	GW	1965-11-30			189.72					D	2	U	B	A
USGS	363033101440701	GW	1965-12-05			189.79					D	2	U	S	A
USGS	363033101440701	GW	1965-12-10			189.55					D	2	U	B	A
USGS	363033101440701	GW	1965-12-15			189.68					D	2	U	B	A
USGS	363033101440701	GW	1966-01-05			189.75					D	2	U	B	A
USGS	363033101440701	GW	1966-01-10			189.77					D	2	U	B	A
USGS	363033101440701	GW	1966-01-15			189.61					D	2	U	B	A
USGS	363033101440701	GW	1966-01-20			189.64					D	2	U	B	A
USGS	363033101440701	GW	1966-01-25			189.73					D	2	U	B	A
USGS	363033101440701	GW	1966-01-31			189.49					D	2	U	B	A
USGS	363033101440701	GW	1966-02-05			189.62					D	2	U	B	A
USGS	363033101440701	GW	1966-02-10			189.76					D	2	U	B	A
USGS	363033101440701	GW	1966-02-15			189.68					D	2	U	B	A
USGS	363033101440701	GW	1966-02-20			189.81					D	2	U	B	A
USGS	363033101440701	GW	1966-02-25			189.49					D	2	U	B	A
USGS	363033101440701	GW	1966-02-28			189.65					D	2	U	B	A
USGS	363033101440701	GW	1966-03-01			189.60					D	2	U	S	A
USGS	363033101440701	GW	1966-03-05			189.92					D	2	U	B	A
USGS	363033101440701	GW	1966-03-10			189.57					D	2	U	B	A
USGS	363033101440701	GW	1966-03-15			189.61					D	2	U	B	A
USGS	363033101440701	GW	1966-03-20			189.58					D	2	U	B	A
USGS	363033101440701	GW	1966-03-25			189.63					D	2	U	B	A
USGS	363033101440701	GW	1966-03-31			189.61					D	2	U	B	A
USGS	363033101440701	GW	1966-04-05			189.86					D	2	U	B	A
USGS	363033101440701	GW	1966-04-10			189.79					D	2	U	B	A
USGS	363033101440701	GW	1966-04-15			190.00					D	2	U	B	A
USGS	363033101440701	GW	1966-04-20			189.95					D	2	U	B	A
USGS	363033101440701	GW	1966-04-25			189.91					D	2	U	S	A
USGS	363033101440701	GW	1966-04-30			190.06					D	2	U	B	A
USGS	363033101440701	GW	1966-05-05			189.93					D	2	U	B	A
USGS	363033101440701	GW	1966-05-10			189.93					D	2	U	B	A
USGS	363033101440701	GW	1966-05-15			189.84					D	2	U	B	A
USGS	363033101440701	GW	1966-05-20			189.89					D	2	U	B	A
USGS	363033101440701	GW	1966-05-25			190.12					D	2	U	B	A
USGS	363033101440701	GW	1966-05-31			190.11					D	2	U	B	A
USGS	363033101440701	GW	1966-06-05			190.02					D	2	U	B	A
USGS	363033101440701	GW	1966-06-10			190.12					D	2	U	B	A
USGS	363033101440701	GW	1966-06-15			189.98					D	2	U	B	A
USGS	363033101440701	GW	1966-06-20			189.98					D	2	U	B	A
USGS	363033101440701	GW	1966-06-25			190.00					D	2	U	B	A
USGS	363033101440701	GW	1966-06-30			189.93					D	2	U	B	A
USGS	363033101440701	GW	1966-07-05			189.91					D	2	U	B	A
USGS	363033101440701	GW	1966-07-10			190.02					D	2	U	B	A
USGS	363033101440701	GW	1966-07-15			190.12					D	2	U	B	A
USGS	363033101440701	GW	1966-07-20			190.10					D	2	U	B	A
USGS	363033101440701	GW	1966-07-25			190.07					D	2	U	B	A
USGS	363033101440701	GW	1966-07-31			190.09					D	2	U	B	A
USGS	363033101440701	GW	1966-08-05			190.09					D	2	U	B	A
USGS	363033101440701	GW	1966-08-10			190.09					D	2	U	B	A
USGS	363033101440701	GW	1966-08-15			190.10					D	2	U	B	A
USGS	363033101440701	GW	1966-08-20			190.09					D	2	U	B	A
USGS	363033101440701	GW	1966-08-25			190.17					D	2	U	B	A
USGS	363033101440701	GW	1966-08-31			190.03					D	2	U	B	A
USGS	363033101440701	GW	1966-09-05			190.12					D	2	U	B	A
