# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-01-31 12:12:32 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07232500 Beaver River near Guymon, OK
# -----------------------------------------------------------------------------------
#
# Data provided for site 07232500
#            TS   parameter     statistic     Description
#        111434       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	111434_00060_00003	111434_00060_00003_cd
USGS	07232500	1947-07-18	6.50	A
USGS	07232500	1947-07-19	6.10	A
USGS	07232500	1947-07-20	6.10	A
USGS	07232500	1947-07-21	9.10	A
USGS	07232500	1947-07-22	6.50	A
USGS	07232500	1947-07-23	7.00	A
USGS	07232500	1947-07-24	7.00	A
USGS	07232500	1947-07-25	5.60	A
USGS	07232500	1947-07-26	4.80	A
USGS	07232500	1947-07-27	4.10	A
USGS	07232500	1947-07-28	2.90	A
USGS	07232500	1947-07-29	2.00	A
USGS	07232500	1947-07-30	2.00	A
USGS	07232500	1947-07-31	2.00	A
USGS	07232500	1947-08-01	1.40	A
USGS	07232500	1947-08-02	1.40	A
USGS	07232500	1947-08-03	1.20	A
USGS	07232500	1947-08-04	0.90	A
USGS	07232500	1947-08-05	0.90	A
USGS	07232500	1947-08-06	1.60	A
USGS	07232500	1947-08-07	1.40	A
USGS	07232500	1947-08-08	0.80	A
USGS	07232500	1947-08-09	0.80	A
USGS	07232500	1947-08-10	0.70	A
USGS	07232500	1947-08-11	0.70	A
USGS	07232500	1947-08-12	1.10	A
USGS	07232500	1947-08-13	1.10	A
USGS	07232500	1947-08-14	2.40	A
USGS	07232500	1947-08-15	20.0	A
USGS	07232500	1947-08-16	20.0	A
USGS	07232500	1947-08-17	15.0	A
USGS	07232500	1947-08-18	5.20	A
USGS	07232500	1947-08-19	5.20	A
USGS	07232500	1947-08-20	4.10	A
USGS	07232500	1947-08-21	2.90	A
USGS	07232500	1947-08-22	2.60	A
USGS	07232500	1947-08-23	2.20	A
USGS	07232500	1947-08-24	2.00	A
USGS	07232500	1947-08-25	11.0	A
USGS	07232500	1947-08-26	9.70	A
USGS	07232500	1947-08-27	5.60	A
USGS	07232500	1947-08-28	2.90	A
USGS	07232500	1947-08-29	2.00	A
USGS	07232500	1947-08-30	1.40	A
USGS	07232500	1947-08-31	0.90	A
USGS	07232500	1947-09-01	1.00	A
USGS	07232500	1947-09-02	1.00	A
USGS	07232500	1947-09-03	0.90	A
USGS	07232500	1947-09-04	1.00	A
USGS	07232500	1947-09-05	1.00	A
USGS	07232500	1947-09-06	0.90	A
USGS	07232500	1947-09-07	0.80	A
USGS	07232500	1947-09-08	0.90	A
USGS	07232500	1947-09-09	1.10	A
USGS	07232500	1947-09-10	0.90	A
USGS	07232500	1947-09-11	0.90	A
USGS	07232500	1947-09-12	0.90	A
USGS	07232500	1947-09-13	0.90	A
USGS	07232500	1947-09-14	0.90	A
USGS	07232500	1947-09-15	0.90	A
USGS	07232500	1947-09-16	0.90	A
USGS	07232500	1947-09-17	0.70	A
USGS	07232500	1947-09-18	0.70	A
USGS	07232500	1947-09-19	0.80	A
USGS	07232500	1947-09-20	1.00	A
USGS	07232500	1947-09-21	1.00	A
USGS	07232500	1947-09-22	1.00	A
USGS	07232500	1947-09-23	1.10	A
USGS	07232500	1947-09-24	1.20	A
USGS	07232500	1947-09-25	1.10	A
USGS	07232500	1947-09-26	1.10	A
USGS	07232500	1947-09-27	1.00	A
USGS	07232500	1947-09-28	1.00	A
USGS	07232500	1947-09-29	1.00	A
USGS	07232500	1947-09-30	1.00	A
USGS	07232500	1947-10-01	1.00	A
USGS	07232500	1947-10-02	0.90	A
USGS	07232500	1947-10-03	1.10	A
USGS	07232500	1947-10-04	1.60	A
USGS	07232500	1947-10-05	1.40	A
USGS	07232500	1947-10-06	1.40	A
USGS	07232500	1947-10-07	1.40	A
USGS	07232500	1947-10-08	3.50	A
USGS	07232500	1947-10-09	7.60	A
USGS	07232500	1947-10-10	3.20	A
USGS	07232500	1947-10-11	2.40	A
USGS	07232500	1947-10-12	1.40	A
USGS	07232500	1947-10-13	2.40	A
USGS	07232500	1947-10-14	2.60	A
USGS	07232500	1947-10-15	4.10	A
USGS	07232500	1947-10-16	2.90	A
USGS	07232500	1947-10-17	2.40	A
USGS	07232500	1947-10-18	2.40	A
USGS	07232500	1947-10-19	2.40	A
USGS	07232500	1947-10-20	1.80	A
USGS	07232500	1947-10-21	1.60	A
USGS	07232500	1947-10-22	1.20	A
USGS	07232500	1947-10-23	1.40	A
USGS	07232500	1947-10-24	2.00	A
USGS	07232500	1947-10-25	3.50	A
USGS	07232500	1947-10-26	5.20	A
USGS	07232500	1947-10-27	4.50	A
USGS	07232500	1947-10-28	4.10	A
USGS	07232500	1947-10-29	3.80	A
USGS	07232500	1947-10-30	3.20	A
USGS	07232500	1947-10-31	2.90	A
USGS	07232500	1947-11-01	2.90	A
USGS	07232500	1947-11-02	4.10	A
USGS	07232500	1947-11-03	4.80	A
USGS	07232500	1947-11-04	4.80	A
USGS	07232500	1947-11-05	5.40	A
USGS	07232500	1947-11-06	5.40	A
USGS	07232500	1947-11-07	4.90	A
USGS	07232500	1947-11-08	5.40	A
USGS	07232500	1947-11-09	5.40	A
USGS	07232500	1947-11-10	4.00	A
USGS	07232500	1947-11-11	4.40	A
USGS	07232500	1947-11-12	5.40	A
USGS	07232500	1947-11-13	6.70	A
USGS	07232500	1947-11-14	8.60	A
USGS	07232500	1947-11-15	6.00	A
USGS	07232500	1947-11-16	4.90	A
USGS	07232500	1947-11-17	8.60	A
USGS	07232500	1947-11-18	8.60	A
USGS	07232500	1947-11-19	6.70	A
USGS	07232500	1947-11-20	6.00	A
USGS	07232500	1947-11-21	5.40	A
USGS	07232500	1947-11-22	6.00	A
USGS	07232500	1947-11-23	12.0	A
USGS	07232500	1947-11-24	7.60	A
USGS	07232500	1947-11-25	7.60	A
USGS	07232500	1947-11-26	8.60	A
USGS	07232500	1947-11-27	8.60	A
USGS	07232500	1947-11-28	6.00	A
USGS	07232500	1947-11-29	6.00	A
USGS	07232500	1947-11-30	6.00	A
USGS	07232500	1947-12-01	6.70	A
USGS	07232500	1947-12-02	6.70	A
USGS	07232500	1947-12-03	14.0	A
USGS	07232500	1947-12-04	11.0	A
USGS	07232500	1947-12-05	6.00	A
USGS	07232500	1947-12-06	6.00	A
USGS	07232500	1947-12-07	3.70	A
USGS	07232500	1947-12-08	2.90	A
USGS	07232500	1947-12-09	2.70	A
USGS	07232500	1947-12-10	2.30	A
USGS	07232500	1947-12-11	3.70	A
USGS	07232500	1947-12-12	4.00	A
USGS	07232500	1947-12-13	4.40	A
USGS	07232500	1947-12-14	5.40	A
USGS	07232500	1947-12-15	3.10	A
USGS	07232500	1947-12-16	3.10	A
USGS	07232500	1947-12-17	4.90	A
USGS	07232500	1947-12-18	6.00	A
USGS	07232500	1947-12-19	5.40	A
USGS	07232500	1947-12-20	6.00	A
USGS	07232500	1947-12-21	6.00	A
USGS	07232500	1947-12-22	6.00	A
USGS	07232500	1947-12-23	6.70	A
USGS	07232500	1947-12-24	6.00	A
USGS	07232500	1947-12-25	6.70	A
USGS	07232500	1947-12-26	7.60	A
USGS	07232500	1947-12-27	5.40	A
USGS	07232500	1947-12-28	2.90	A
USGS	07232500	1947-12-29	2.90	A
USGS	07232500	1947-12-30	3.10	A
USGS	07232500	1947-12-31	2.50	A
USGS	07232500	1948-01-01	2.00	A
USGS	07232500	1948-01-02	2.00	A
USGS	07232500	1948-01-03	6.00	A
USGS	07232500	1948-01-04	9.70	A
USGS	07232500	1948-01-05	8.60	A
USGS	07232500	1948-01-06	7.60	A
USGS	07232500	1948-01-07	8.60	A
USGS	07232500	1948-01-08	9.70	A
USGS	07232500	1948-01-09	8.60	A
USGS	07232500	1948-01-10	6.70	A
USGS	07232500	1948-01-11	7.60	A
USGS	07232500	1948-01-12	7.60	A
USGS	07232500	1948-01-13	4.90	A
USGS	07232500	1948-01-14	4.40	A
USGS	07232500	1948-01-15	4.40	A
USGS	07232500	1948-01-16	4.40	A
USGS	07232500	1948-01-17	4.90	A
USGS	07232500	1948-01-18	4.90	A
USGS	07232500	1948-01-19	4.90	A
USGS	07232500	1948-01-20	4.40	A
USGS	07232500	1948-01-21	5.40	A
USGS	07232500	1948-01-22	6.00	A
USGS	07232500	1948-01-23	5.40	A
USGS	07232500	1948-01-24	4.40	A
USGS	07232500	1948-01-25	4.90	A
USGS	07232500	1948-01-26	4.00	A
USGS	07232500	1948-01-27	3.00	A
USGS	07232500	1948-01-28	2.00	A
USGS	07232500	1948-01-29	2.00	A
USGS	07232500	1948-01-30	4.00	A
USGS	07232500	1948-01-31	3.00	A
USGS	07232500	1948-02-01	3.00	A
USGS	07232500	1948-02-02	3.00	A
USGS	07232500	1948-02-03	11.0	A
USGS	07232500	1948-02-04	11.0	A
USGS	07232500	1948-02-05	9.70	A
USGS	07232500	1948-02-06	8.60	A
USGS	07232500	1948-02-07	17.0	A
USGS	07232500	1948-02-08	6.70	A
USGS	07232500	1948-02-09	4.00	A
USGS	07232500	1948-02-10	4.00	A
USGS	07232500	1948-02-11	3.00	A
USGS	07232500	1948-02-12	2.00	A
USGS	07232500	1948-02-13	2.00	A
USGS	07232500	1948-02-14	4.00	A
USGS	07232500	1948-02-15	10.0	A
USGS	07232500	1948-02-16	37.0	A
USGS	07232500	1948-02-17	6.70	A
USGS	07232500	1948-02-18	6.70	A
USGS	07232500	1948-02-19	4.00	A
USGS	07232500	1948-02-20	4.00	A
USGS	07232500	1948-02-21	4.90	A
USGS	07232500	1948-02-22	5.40	A
USGS	07232500	1948-02-23	6.00	A
USGS	07232500	1948-02-24	9.70	A
USGS	07232500	1948-02-25	12.0	A
USGS	07232500	1948-02-26	12.0	A
USGS	07232500	1948-02-27	20.0	A
USGS	07232500	1948-02-28	4.40	A
USGS	07232500	1948-02-29	4.00	A
USGS	07232500	1948-03-01	5.40	A
USGS	07232500	1948-03-02	5.40	A
USGS	07232500	1948-03-03	6.70	A
USGS	07232500	1948-03-04	5.00	A
USGS	07232500	1948-03-05	4.00	A
USGS	07232500	1948-03-06	2.00	A
USGS	07232500	1948-03-07	2.00	A
USGS	07232500	1948-03-08	2.00	A
USGS	07232500	1948-03-09	5.00	A
USGS	07232500	1948-03-10	4.00	A
USGS	07232500	1948-03-11	2.00	A
USGS	07232500	1948-03-12	2.00	A
USGS	07232500	1948-03-13	10.0	A
USGS	07232500	1948-03-14	30.0	A
USGS	07232500	1948-03-15	16.0	A
USGS	07232500	1948-03-16	14.0	A
USGS	07232500	1948-03-17	11.0	A
USGS	07232500	1948-03-18	7.60	A
USGS	07232500	1948-03-19	6.70	A
USGS	07232500	1948-03-20	8.60	A
USGS	07232500	1948-03-21	7.60	A
USGS	07232500	1948-03-22	6.70	A
USGS	07232500	1948-03-23	7.60	A
USGS	07232500	1948-03-24	12.0	A
USGS	07232500	1948-03-25	11.0	A
USGS	07232500	1948-03-26	11.0	A
USGS	07232500	1948-03-27	11.0	A
USGS	07232500	1948-03-28	12.0	A
USGS	07232500	1948-03-29	12.0	A
USGS	07232500	1948-03-30	12.0	A
USGS	07232500	1948-03-31	12.0	A
USGS	07232500	1948-04-01	12.0	A
USGS	07232500	1948-04-02	14.0	A
USGS	07232500	1948-04-03	16.0	A
USGS	07232500	1948-04-04	16.0	A
USGS	07232500	1948-04-05	11.0	A
USGS	07232500	1948-04-06	8.60	A
USGS	07232500	1948-04-07	12.0	A
USGS	07232500	1948-04-08	6.00	A
USGS	07232500	1948-04-09	6.70	A
USGS	07232500	1948-04-10	7.60	A
USGS	07232500	1948-04-11	6.00	A
USGS	07232500	1948-04-12	6.70	A
USGS	07232500	1948-04-13	7.60	A
USGS	07232500	1948-04-14	6.70	A
USGS	07232500	1948-04-15	6.70	A
USGS	07232500	1948-04-16	6.70	A
USGS	07232500	1948-04-17	7.60	A
USGS	07232500	1948-04-18	6.70	A
USGS	07232500	1948-04-19	8.60	A
USGS	07232500	1948-04-20	7.60	A
USGS	07232500	1948-04-21	7.60	A
USGS	07232500	1948-04-22	12.0	A
USGS	07232500	1948-04-23	7.60	A
USGS	07232500	1948-04-24	6.00	A
USGS	07232500	1948-04-25	5.40	A
USGS	07232500	1948-04-26	5.40	A
USGS	07232500	1948-04-27	5.40	A
USGS	07232500	1948-04-28	5.40	A
USGS	07232500	1948-04-29	5.40	A
USGS	07232500	1948-04-30	4.90	A
USGS	07232500	1948-05-01	4.90	A
USGS	07232500	1948-05-02	4.90	A
USGS	07232500	1948-05-03	4.90	A
USGS	07232500	1948-05-04	5.40	A
USGS	07232500	1948-05-05	4.00	A
USGS	07232500	1948-05-06	4.00	A
USGS	07232500	1948-05-07	4.00	A
USGS	07232500	1948-05-08	2.90	A
USGS	07232500	1948-05-09	2.90	A
USGS	07232500	1948-05-10	3.70	A
USGS	07232500	1948-05-11	4.90	A
USGS	07232500	1948-05-12	8.60	A
USGS	07232500	1948-05-13	8.60	A
USGS	07232500	1948-05-14	4.40	A
USGS	07232500	1948-05-15	2.50	A
USGS	07232500	1948-05-16	2.70	A
USGS	07232500	1948-05-17	2.70	A
USGS	07232500	1948-05-18	2.50	A
USGS	07232500	1948-05-19	2.50	A
USGS	07232500	1948-05-20	2.30	A
USGS	07232500	1948-05-21	2.10	A
USGS	07232500	1948-05-22	2.50	A
USGS	07232500	1948-05-23	5.40	A
USGS	07232500	1948-05-24	4.70	A
USGS	07232500	1948-05-25	26.0	A
USGS	07232500	1948-05-26	7.60	A
USGS	07232500	1948-05-27	6.00	A
USGS	07232500	1948-05-28	6.70	A
USGS	07232500	1948-05-29	44.0	A
USGS	07232500	1948-05-30	3.10	A
USGS	07232500	1948-05-31	18.0	A
USGS	07232500	1948-06-01	2580	A
USGS	07232500	1948-06-02	126	A
USGS	07232500	1948-06-03	41.0	A
USGS	07232500	1948-06-04	29.0	A
USGS	07232500	1948-06-05	24.0	A
USGS	07232500	1948-06-06	18.0	A
USGS	07232500	1948-06-07	14.0	A
USGS	07232500	1948-06-08	11.0	A
USGS	07232500	1948-06-09	11.0	A
USGS	07232500	1948-06-10	12.0	A
USGS	07232500	1948-06-11	9.70	A
USGS	07232500	1948-06-12	9.70	A
USGS	07232500	1948-06-13	9.10	A
USGS	07232500	1948-06-14	8.50	A
USGS	07232500	1948-06-15	8.00	A
USGS	07232500	1948-06-16	8.00	A
USGS	07232500	1948-06-17	8.00	A
USGS	07232500	1948-06-18	6.50	A
USGS	07232500	1948-06-19	11.0	A
USGS	07232500	1948-06-20	19.0	A
USGS	07232500	1948-06-21	230	A
USGS	07232500	1948-06-22	162	A
USGS	07232500	1948-06-23	70.0	A
USGS	07232500	1948-06-24	1300	A
USGS	07232500	1948-06-25	126	A
USGS	07232500	1948-06-26	24.0	A
USGS	07232500	1948-06-27	177	A
USGS	07232500	1948-06-28	110	A
USGS	07232500	1948-06-29	37.0	A
USGS	07232500	1948-06-30	18.0	A
USGS	07232500	1948-07-01	9.70	A
USGS	07232500	1948-07-02	15.0	A
USGS	07232500	1948-07-03	13.0	A
USGS	07232500	1948-07-04	8.50	A
USGS	07232500	1948-07-05	8.00	A
USGS	07232500	1948-07-06	8.00	A
USGS	07232500	1948-07-07	10.0	A
USGS	07232500	1948-07-08	12.0	A
USGS	07232500	1948-07-09	9.70	A
USGS	07232500	1948-07-10	7.00	A
USGS	07232500	1948-07-11	5.20	A
USGS	07232500	1948-07-12	5.60	A
USGS	07232500	1948-07-13	8.50	A
USGS	07232500	1948-07-14	5.20	A
USGS	07232500	1948-07-15	3.80	A
USGS	07232500	1948-07-16	4.80	A
USGS	07232500	1948-07-17	4.10	A
USGS	07232500	1948-07-18	16.0	A
USGS	07232500	1948-07-19	4.80	A
USGS	07232500	1948-07-20	3.50	A
USGS	07232500	1948-07-21	4.80	A
USGS	07232500	1948-07-22	6.10	A
USGS	07232500	1948-07-23	28.0	A
USGS	07232500	1948-07-24	14.0	A
USGS	07232500	1948-07-25	8.00	A
USGS	07232500	1948-07-26	5.60	A
USGS	07232500	1948-07-27	4.10	A
USGS	07232500	1948-07-28	3.80	A
USGS	07232500	1948-07-29	2.60	A
USGS	07232500	1948-07-30	4.50	A
USGS	07232500	1948-07-31	5.80	A
USGS	07232500	1948-08-01	267	A
USGS	07232500	1948-08-02	22.0	A
USGS	07232500	1948-08-03	8.00	A
USGS	07232500	1948-08-04	7.00	A
USGS	07232500	1948-08-05	192	A
USGS	07232500	1948-08-06	64.0	A
USGS	07232500	1948-08-07	19.0	A
USGS	07232500	1948-08-08	14.0	A
USGS	07232500	1948-08-09	9.10	A
USGS	07232500	1948-08-10	8.00	A
USGS	07232500	1948-08-11	7.00	A
USGS	07232500	1948-08-12	10.0	A
USGS	07232500	1948-08-13	626	A
USGS	07232500	1948-08-14	680	A
USGS	07232500	1948-08-15	41.0	A
USGS	07232500	1948-08-16	25.0	A
USGS	07232500	1948-08-17	18.0	A
USGS	07232500	1948-08-18	16.0	A
USGS	07232500	1948-08-19	15.0	A
USGS	07232500	1948-08-20	10.0	A
USGS	07232500	1948-08-21	10.0	A
USGS	07232500	1948-08-22	9.00	A
USGS	07232500	1948-08-23	8.00	A
USGS	07232500	1948-08-24	7.00	A
USGS	07232500	1948-08-25	6.00	A
USGS	07232500	1948-08-26	199	A
USGS	07232500	1948-08-27	809	A
USGS	07232500	1948-08-28	70.0	A
USGS	07232500	1948-08-29	26.0	A
USGS	07232500	1948-08-30	14.0	A
USGS	07232500	1948-08-31	8.50	A
USGS	07232500	1948-09-01	6.50	A
USGS	07232500	1948-09-02	6.10	A
USGS	07232500	1948-09-03	7.00	A
USGS	07232500	1948-09-04	7.50	A
USGS	07232500	1948-09-05	7.50	A
USGS	07232500	1948-09-06	6.50	A
USGS	07232500	1948-09-07	7.50	A
USGS	07232500	1948-09-08	63.0	A
USGS	07232500	1948-09-09	15.0	A
USGS	07232500	1948-09-10	8.00	A
USGS	07232500	1948-09-11	7.00	A
USGS	07232500	1948-09-12	6.10	A
USGS	07232500	1948-09-13	6.50	A
USGS	07232500	1948-09-14	6.10	A
USGS	07232500	1948-09-15	6.10	A
USGS	07232500	1948-09-16	5.20	A
USGS	07232500	1948-09-17	4.10	A
USGS	07232500	1948-09-18	3.80	A
USGS	07232500	1948-09-19	3.80	A
USGS	07232500	1948-09-20	3.80	A
USGS	07232500	1948-09-21	4.50	A
USGS	07232500	1948-09-22	4.10	A
USGS	07232500	1948-09-23	3.50	A
USGS	07232500	1948-09-24	2.60	A
USGS	07232500	1948-09-25	2.60	A
USGS	07232500	1948-09-26	2.60	A
USGS	07232500	1948-09-27	3.20	A
USGS	07232500	1948-09-28	3.20	A
USGS	07232500	1948-09-29	3.50	A
USGS	07232500	1948-09-30	3.80	A
USGS	07232500	1948-10-01	3.50	A
USGS	07232500	1948-10-02	3.50	A
USGS	07232500	1948-10-03	2.60	A
USGS	07232500	1948-10-04	2.40	A
USGS	07232500	1948-10-05	1.80	A
USGS	07232500	1948-10-06	2.00	A
USGS	07232500	1948-10-07	2.00	A
USGS	07232500	1948-10-08	2.60	A
USGS	07232500	1948-10-09	3.20	A
USGS	07232500	1948-10-10	3.50	A
USGS	07232500	1948-10-11	3.80	A
USGS	07232500	1948-10-12	3.80	A
USGS	07232500	1948-10-13	4.80	A
USGS	07232500	1948-10-14	5.60	A
USGS	07232500	1948-10-15	6.10	A
USGS	07232500	1948-10-16	5.60	A
USGS	07232500	1948-10-17	6.10	A
USGS	07232500	1948-10-18	7.50	A
USGS	07232500	1948-10-19	9.10	A
USGS	07232500	1948-10-20	10.0	A
USGS	07232500	1948-10-21	16.0	A
USGS	07232500	1948-10-22	14.0	A
USGS	07232500	1948-10-23	12.0	A
USGS	07232500	1948-10-24	9.70	A
USGS	07232500	1948-10-25	7.00	A
USGS	07232500	1948-10-26	5.60	A
USGS	07232500	1948-10-27	5.60	A
USGS	07232500	1948-10-28	7.00	A
USGS	07232500	1948-10-29	7.00	A
USGS	07232500	1948-10-30	6.10	A
USGS	07232500	1948-10-31	6.50	A
USGS	07232500	1948-11-01	13.0	A
USGS	07232500	1948-11-02	12.0	A
USGS	07232500	1948-11-03	9.70	A
USGS	07232500	1948-11-04	9.10	A
USGS	07232500	1948-11-05	8.50	A
USGS	07232500	1948-11-06	8.50	A
USGS	07232500	1948-11-07	9.10	A
USGS	07232500	1948-11-08	8.50	A
USGS	07232500	1948-11-09	8.00	A
USGS	07232500	1948-11-10	9.10	A
USGS	07232500	1948-11-11	9.70	A
USGS	07232500	1948-11-12	9.70	A
USGS	07232500	1948-11-13	10.0	A
USGS	07232500	1948-11-14	9.70	A
USGS	07232500	1948-11-15	9.10	A
USGS	07232500	1948-11-16	9.10	A
USGS	07232500	1948-11-17	8.50	A
USGS	07232500	1948-11-18	9.70	A
USGS	07232500	1948-11-19	16.0	A
USGS	07232500	1948-11-20	12.0	A
USGS	07232500	1948-11-21	12.0	A
USGS	07232500	1948-11-22	11.0	A
USGS	07232500	1948-11-23	11.0	A
USGS	07232500	1948-11-24	10.0	A
USGS	07232500	1948-11-25	9.10	A
USGS	07232500	1948-11-26	8.50	A
USGS	07232500	1948-11-27	7.50	A
USGS	07232500	1948-11-28	11.0	A
USGS	07232500	1948-11-29	12.0	A
USGS	07232500	1948-11-30	14.0	A
USGS	07232500	1948-12-01	13.0	A
USGS	07232500	1948-12-02	11.0	A
USGS	07232500	1948-12-03	10.0	A
USGS	07232500	1948-12-04	10.0	A
USGS	07232500	1948-12-05	8.50	A
USGS	07232500	1948-12-06	8.50	A
USGS	07232500	1948-12-07	9.70	A
USGS	07232500	1948-12-08	9.70	A
USGS	07232500	1948-12-09	9.70	A
USGS	07232500	1948-12-10	12.0	A
USGS	07232500	1948-12-11	8.50	A
USGS	07232500	1948-12-12	8.50	A
USGS	07232500	1948-12-13	8.50	A
USGS	07232500	1948-12-14	9.10	A
USGS	07232500	1948-12-15	8.00	A
USGS	07232500	1948-12-16	7.50	A
USGS	07232500	1948-12-17	7.50	A
USGS	07232500	1948-12-18	8.00	A
USGS	07232500	1948-12-19	7.00	A
USGS	07232500	1948-12-20	8.50	A
USGS	07232500	1948-12-21	8.00	A
USGS	07232500	1948-12-22	8.00	A
USGS	07232500	1948-12-23	7.50	A
USGS	07232500	1948-12-24	7.50	A
USGS	07232500	1948-12-25	5.50	A
USGS	07232500	1948-12-26	5.00	A
USGS	07232500	1948-12-27	4.50	A
USGS	07232500	1948-12-28	5.60	A
USGS	07232500	1948-12-29	6.00	A
USGS	07232500	1948-12-30	4.00	A
USGS	07232500	1948-12-31	4.50	A
USGS	07232500	1949-01-01	5.00	A
USGS	07232500	1949-01-02	5.00	A
USGS	07232500	1949-01-03	5.00	A
USGS	07232500	1949-01-04	5.00	A
USGS	07232500	1949-01-05	5.00	A
USGS	07232500	1949-01-06	5.00	A
USGS	07232500	1949-01-07	5.00	A
USGS	07232500	1949-01-08	5.00	A
USGS	07232500	1949-01-09	5.00	A
USGS	07232500	1949-01-10	5.00	A
USGS	07232500	1949-01-11	5.00	A
USGS	07232500	1949-01-12	5.00	A
USGS	07232500	1949-01-13	5.00	A
USGS	07232500	1949-01-14	5.00	A
USGS	07232500	1949-01-15	5.20	A
USGS	07232500	1949-01-16	4.80	A
USGS	07232500	1949-01-17	4.50	A
USGS	07232500	1949-01-18	4.50	A
USGS	07232500	1949-01-19	4.50	A
USGS	07232500	1949-01-20	4.50	A
USGS	07232500	1949-01-21	4.50	A
USGS	07232500	1949-01-22	4.50	A
USGS	07232500	1949-01-23	4.50	A
USGS	07232500	1949-01-24	4.50	A
USGS	07232500	1949-01-25	4.50	A
USGS	07232500	1949-01-26	4.50	A
USGS	07232500	1949-01-27	4.50	A
USGS	07232500	1949-01-28	4.50	A
USGS	07232500	1949-01-29	4.50	A
USGS	07232500	1949-01-30	4.50	A
USGS	07232500	1949-01-31	4.50	A
USGS	07232500	1949-02-01	6.00	A
USGS	07232500	1949-02-02	6.50	A
USGS	07232500	1949-02-03	7.50	A
USGS	07232500	1949-02-04	25.0	A
USGS	07232500	1949-02-05	25.0	A
USGS	07232500	1949-02-06	25.0	A
USGS	07232500	1949-02-07	25.0	A
USGS	07232500	1949-02-08	25.0	A
USGS	07232500	1949-02-09	25.0	A
USGS	07232500	1949-02-10	22.0	A
USGS	07232500	1949-02-11	15.0	A
USGS	07232500	1949-02-12	8.50	A
USGS	07232500	1949-02-13	7.50	A
USGS	07232500	1949-02-14	7.00	A
USGS	07232500	1949-02-15	8.00	A
USGS	07232500	1949-02-16	14.0	A
USGS	07232500	1949-02-17	15.0	A
USGS	07232500	1949-02-18	13.0	A
USGS	07232500	1949-02-19	11.0	A
USGS	07232500	1949-02-20	12.0	A
USGS	07232500	1949-02-21	13.0	A
USGS	07232500	1949-02-22	12.0	A
USGS	07232500	1949-02-23	12.0	A
USGS	07232500	1949-02-24	12.0	A
USGS	07232500	1949-02-25	13.0	A
USGS	07232500	1949-02-26	18.0	A
USGS	07232500	1949-02-27	15.0	A
USGS	07232500	1949-02-28	14.0	A
USGS	07232500	1949-03-01	14.0	A
USGS	07232500	1949-03-02	14.0	A
USGS	07232500	1949-03-03	12.0	A
USGS	07232500	1949-03-04	11.0	A
USGS	07232500	1949-03-05	10.0	A
USGS	07232500	1949-03-06	11.0	A
USGS	07232500	1949-03-07	10.0	A
USGS	07232500	1949-03-08	9.70	A
USGS	07232500	1949-03-09	9.10	A
USGS	07232500	1949-03-10	9.70	A
USGS	07232500	1949-03-11	9.10	A
USGS	07232500	1949-03-12	9.10	A
USGS	07232500	1949-03-13	9.10	A
USGS	07232500	1949-03-14	9.10	A
USGS	07232500	1949-03-15	8.00	A
USGS	07232500	1949-03-16	8.50	A
USGS	07232500	1949-03-17	8.50	A
USGS	07232500	1949-03-18	8.00	A
USGS	07232500	1949-03-19	8.00	A
USGS	07232500	1949-03-20	8.50	A
USGS	07232500	1949-03-21	9.10	A
USGS	07232500	1949-03-22	8.50	A
USGS	07232500	1949-03-23	7.50	A
USGS	07232500	1949-03-24	6.50	A
USGS	07232500	1949-03-25	7.50	A
USGS	07232500	1949-03-26	9.70	A
USGS	07232500	1949-03-27	10.0	A
USGS	07232500	1949-03-28	12.0	A
USGS	07232500	1949-03-29	12.0	A
USGS	07232500	1949-03-30	20.0	A
USGS	07232500	1949-03-31	14.0	A
USGS	07232500	1949-04-01	12.0	A
USGS	07232500	1949-04-02	13.0	A
USGS	07232500	1949-04-03	14.0	A
USGS	07232500	1949-04-04	12.0	A
USGS	07232500	1949-04-05	10.0	A
USGS	07232500	1949-04-06	8.00	A
USGS	07232500	1949-04-07	8.00	A
USGS	07232500	1949-04-08	8.50	A
USGS	07232500	1949-04-09	7.50	A
USGS	07232500	1949-04-10	7.00	A
USGS	07232500	1949-04-11	7.50	A
USGS	07232500	1949-04-12	9.70	A
USGS	07232500	1949-04-13	8.50	A
USGS	07232500	1949-04-14	9.10	A
USGS	07232500	1949-04-15	10.0	A
USGS	07232500	1949-04-16	12.0	A
USGS	07232500	1949-04-17	12.0	A
USGS	07232500	1949-04-18	14.0	A
USGS	07232500	1949-04-19	20.0	A
USGS	07232500	1949-04-20	16.0	A
